num_sou, rx_mean, ry_mean, rz_mean, r_mean, gx_mean, gy_mean, gz_mean, g_mean, rx_std, ry_std, rz_std, r_std, gx_std, gy_std, gz_std, g_std, rx_q1, ry_q1, rz_q1, r_q1, gx_q1, gy_q1, gz_q1, g_q1, rx_q2, ry_q2, rz_q2, r_q2, gx_q2, gy_q2, gz_q2, g_q2, rx_q3, ry_q3, rz_q3, r_q3, gx_q3, gy_q3, gz_q3, g_q3
70,  -0.649,   0.045,  -0.136,   1.692,   0.587,  -1.125,  -0.533,   2.049,   1.026,   1.230,   0.717,   0.811,   0.853,   0.907,   1.222,   0.859,  -1.446,  -1.138,  -0.885,   0.933,  -0.426,  -2.028,  -1.578,   1.206,  -0.779,   0.038,  -0.127,   1.560,   0.655,  -1.066,  -0.591,   1.922,   0.282,   1.219,   0.517,   2.393,   1.414,  -0.216,   0.509,   2.963
75,  -0.398,   0.289,  -0.184,   1.611,   0.515,  -0.971,  -0.638,   1.983,   1.051,   1.057,   0.717,   0.647,   0.825,   0.795,   1.259,   0.761,  -1.484,  -0.586,  -0.886,   0.926,  -0.258,  -1.649,  -1.758,   1.261,  -0.380,   0.248,  -0.306,   1.631,   0.565,  -0.904,  -0.616,   1.951,   0.605,   1.365,   0.602,   2.211,   1.282,  -0.235,   0.577,   2.643
80,  -0.531,   0.100,  -0.132,   1.430,   0.569,  -0.922,  -0.641,   1.849,   0.877,   0.944,   0.670,   0.610,   0.856,   0.758,   1.041,   0.745,  -1.347,  -0.834,  -0.772,   0.784,  -0.133,  -1.697,  -1.638,   1.093,  -0.566,   0.159,  -0.137,   1.362,   0.513,  -0.869,  -0.658,   1.834,   0.387,   1.112,   0.495,   2.088,   1.335,  -0.229,   0.258,   2.669
85,  -0.661,   0.326,  -0.110,   1.587,   0.508,  -1.080,  -0.531,   1.863,   0.804,   1.208,   0.675,   0.773,   0.867,   0.764,   0.990,   0.742,  -1.428,  -0.720,  -0.770,   0.873,  -0.185,  -1.774,  -1.386,   1.138,  -0.721,   0.167,  -0.149,   1.433,   0.617,  -1.046,  -0.561,   1.802,   0.268,   1.444,   0.555,   2.267,   1.293,  -0.333,   0.296,   2.594
90,  -0.703,   0.227,  -0.157,   1.565,   0.541,  -1.031,  -0.730,   2.017,   0.978,   0.978,   0.701,   0.725,   0.791,   0.834,   1.174,   0.720,  -1.487,  -0.657,  -0.883,   0.903,  -0.247,  -1.827,  -1.842,   1.302,  -0.752,   0.157,  -0.155,   1.475,   0.606,  -0.961,  -0.961,   1.962,   0.241,   1.250,   0.532,   2.325,   1.430,  -0.131,   0.604,   2.684
95,  -0.515,  -0.029,  -0.209,   1.329,   0.677,  -0.912,  -0.503,   1.752,   0.889,   0.869,   0.567,   0.642,   0.761,   0.671,   0.972,   0.668,  -1.171,  -0.920,  -0.761,   0.719,  -0.064,  -1.524,  -1.272,   1.112,  -0.529,   0.056,  -0.238,   1.205,   0.707,  -1.022,  -0.621,   1.751,   0.407,   0.773,   0.358,   1.936,   1.383,  -0.211,   0.387,   2.362
100,  -0.630,   0.183,  -0.118,   1.394,   0.540,  -1.038,  -0.631,   1.786,   0.746,   0.918,   0.655,   0.576,   0.716,   0.710,   0.902,   0.638,  -1.407,  -0.648,  -0.742,   0.800,  -0.184,  -1.779,  -1.370,   1.116,  -0.582,   0.029,  -0.180,   1.333,   0.569,  -0.945,  -0.727,   1.841,   0.071,   1.138,   0.489,   1.992,   1.263,  -0.418,   0.206,   2.467
105,  -0.580,   0.076,  -0.084,   1.318,   0.739,  -1.060,  -0.609,   1.816,   0.769,   0.857,   0.568,   0.510,   0.592,   0.680,   0.836,   0.505,  -1.279,  -0.950,  -0.767,   0.853,   0.095,  -1.740,  -1.425,   1.336,  -0.656,   0.231,  -0.074,   1.233,   0.775,  -1.074,  -0.570,   1.862,  -0.020,   0.814,   0.447,   1.812,   1.357,  -0.426,   0.246,   2.306
110,  -0.602,   0.209,  -0.124,   1.310,   0.616,  -1.086,  -0.607,   1.774,   0.744,   0.867,   0.568,   0.577,   0.632,   0.674,   0.783,   0.496,  -1.240,  -0.756,  -0.676,   0.767,   0.084,  -1.725,  -1.363,   1.312,  -0.585,   0.178,  -0.159,   1.213,   0.645,  -1.097,  -0.589,   1.766,   0.065,   1.007,   0.508,   1.829,   1.285,  -0.484,   0.199,   2.244
115,  -0.612,   0.231,  -0.139,   1.317,   0.660,  -1.094,  -0.606,   1.744,   0.756,   0.867,   0.567,   0.599,   0.551,   0.680,   0.767,   0.557,  -1.271,  -0.485,  -0.834,   0.765,   0.124,  -1.837,  -1.279,   1.054,  -0.657,   0.120,  -0.128,   1.247,   0.686,  -0.998,  -0.663,   1.772,   0.141,   1.072,   0.390,   1.834,   1.205,  -0.497,   0.030,   2.295
120,  -0.681,   0.026,  -0.082,   1.182,   0.694,  -1.103,  -0.565,   1.748,   0.628,   0.724,   0.500,   0.492,   0.543,   0.657,   0.751,   0.501,  -1.256,  -0.791,  -0.545,   0.750,   0.132,  -1.718,  -1.298,   1.190,  -0.652,   0.114,  -0.113,   1.076,   0.751,  -1.215,  -0.561,   1.744,  -0.096,   0.739,   0.431,   1.577,   1.197,  -0.424,   0.150,   2.279
125,  -0.568,   0.121,  -0.065,   1.116,   0.617,  -0.935,  -0.660,   1.640,   0.695,   0.740,   0.444,   0.568,   0.542,   0.584,   0.772,   0.479,  -1.153,  -0.690,  -0.514,   0.581,   0.044,  -1.467,  -1.277,   1.201,  -0.542,   0.111,   0.005,   1.008,   0.680,  -0.957,  -0.679,   1.629,   0.095,   0.918,   0.342,   1.670,   1.141,  -0.333,   0.140,   2.150
130,  -0.528,   0.049,  -0.121,   1.061,   0.683,  -0.982,  -0.669,   1.611,   0.583,   0.713,   0.434,   0.456,   0.552,   0.566,   0.627,   0.546,  -1.089,  -0.641,  -0.649,   0.530,   0.126,  -1.634,  -1.236,   1.047,  -0.531,   0.068,  -0.076,   1.065,   0.722,  -1.012,  -0.650,   1.631,   0.010,   0.736,   0.227,   1.516,   1.240,  -0.365,  -0.104,   2.220
135,  -0.559,   0.122,  -0.187,   1.082,   0.637,  -1.058,  -0.735,   1.679,   0.592,   0.665,   0.427,   0.408,   0.551,   0.533,   0.612,   0.454,  -1.188,  -0.557,  -0.645,   0.694,   0.043,  -1.587,  -1.329,   1.188,  -0.573,   0.090,  -0.174,   1.054,   0.706,  -1.102,  -0.713,   1.697,  -0.013,   0.859,   0.224,   1.533,   1.150,  -0.609,  -0.200,   2.136
140,  -0.604,   0.055,  -0.127,   1.030,   0.685,  -1.029,  -0.621,   1.588,   0.531,   0.625,   0.431,   0.425,   0.460,   0.463,   0.615,   0.440,  -1.027,  -0.519,  -0.545,   0.669,   0.234,  -1.468,  -1.239,   1.192,  -0.639,   0.004,  -0.108,   0.956,   0.679,  -1.047,  -0.674,   1.581,  -0.139,   0.636,   0.296,   1.432,   1.132,  -0.615,  -0.072,   1.994
145,  -0.607,   0.123,  -0.176,   1.008,   0.727,  -1.108,  -0.647,   1.690,   0.554,   0.598,   0.365,   0.442,   0.503,   0.488,   0.632,   0.457,  -0.961,  -0.433,  -0.587,   0.648,   0.187,  -1.512,  -1.188,   1.232,  -0.628,   0.104,  -0.181,   0.937,   0.757,  -1.115,  -0.698,   1.694,  -0.160,   0.628,   0.211,   1.356,   1.211,  -0.664,  -0.201,   2.151
150,  -0.598,   0.056,  -0.148,   0.997,   0.730,  -1.038,  -0.740,   1.659,   0.476,   0.584,   0.409,   0.351,   0.485,   0.445,   0.586,   0.429,  -1.088,  -0.465,  -0.566,   0.600,   0.117,  -1.472,  -1.357,   1.223,  -0.588,  -0.068,  -0.120,   0.990,   0.764,  -1.028,  -0.722,   1.628,  -0.091,   0.779,   0.216,   1.320,   1.218,  -0.596,  -0.145,   2.129
155,  -0.518,   0.066,  -0.175,   0.921,   0.746,  -0.956,  -0.656,   1.550,   0.459,   0.563,   0.390,   0.367,   0.461,   0.419,   0.518,   0.393,  -0.886,  -0.566,  -0.506,   0.558,   0.242,  -1.332,  -1.135,   1.132,  -0.561,   0.099,  -0.226,   0.880,   0.748,  -1.023,  -0.718,   1.575,  -0.098,   0.601,   0.167,   1.283,   1.213,  -0.497,  -0.134,   1.931
160,  -0.505,   0.163,  -0.107,   0.906,   0.771,  -1.043,  -0.708,   1.648,   0.442,   0.558,   0.398,   0.372,   0.469,   0.453,   0.518,   0.402,  -0.926,  -0.539,  -0.488,   0.549,   0.275,  -1.464,  -1.218,   1.231,  -0.502,   0.209,  -0.105,   0.923,   0.814,  -0.990,  -0.739,   1.649,  -0.056,   0.678,   0.284,   1.248,   1.254,  -0.675,  -0.222,   2.037
165,  -0.566,   0.057,  -0.181,   0.965,   0.707,  -1.051,  -0.594,   1.592,   0.560,   0.549,   0.353,   0.407,   0.439,   0.495,   0.557,   0.412,  -1.155,  -0.484,  -0.506,   0.547,   0.308,  -1.514,  -1.094,   1.203,  -0.543,   0.137,  -0.165,   0.940,   0.686,  -1.086,  -0.668,   1.644,   0.001,   0.546,   0.154,   1.366,   1.155,  -0.584,  -0.079,   1.952
170,  -0.600,   0.027,  -0.101,   0.910,   0.812,  -1.134,  -0.698,   1.694,   0.495,   0.503,   0.319,   0.379,   0.412,   0.460,   0.488,   0.426,  -1.070,  -0.412,  -0.414,   0.531,   0.454,  -1.582,  -1.228,   1.273,  -0.642,   0.031,  -0.123,   0.922,   0.812,  -1.109,  -0.710,   1.701,  -0.175,   0.564,   0.237,   1.244,   1.227,  -0.681,  -0.235,   2.151
175,  -0.590,   0.043,  -0.121,   0.889,   0.690,  -1.049,  -0.639,   1.533,   0.430,   0.460,   0.393,   0.354,   0.360,   0.393,   0.480,   0.385,  -1.062,  -0.354,  -0.475,   0.528,   0.336,  -1.434,  -1.103,   1.135,  -0.559,   0.033,  -0.128,   0.836,   0.693,  -1.070,  -0.681,   1.537,  -0.126,   0.410,   0.294,   1.243,   0.995,  -0.631,  -0.115,   1.925
180,  -0.593,  -0.018,  -0.091,   0.926,   0.802,  -0.977,  -0.639,   1.545,   0.418,   0.575,   0.343,   0.354,   0.378,   0.374,   0.478,   0.360,  -0.980,  -0.573,  -0.401,   0.577,   0.472,  -1.299,  -1.109,   1.192,  -0.591,  -0.047,  -0.096,   0.899,   0.772,  -0.962,  -0.633,   1.540,  -0.144,   0.576,   0.274,   1.301,   1.206,  -0.621,  -0.166,   1.881
185,  -0.549,   0.095,  -0.110,   0.805,   0.794,  -1.087,  -0.671,   1.604,   0.344,   0.429,   0.318,   0.278,   0.325,   0.354,   0.401,   0.285,  -0.874,  -0.365,  -0.445,   0.523,   0.469,  -1.469,  -1.077,   1.308,  -0.528,   0.157,  -0.117,   0.830,   0.813,  -1.077,  -0.675,   1.592,  -0.264,   0.498,   0.161,   1.063,   1.095,  -0.742,  -0.271,   1.918
190,  -0.608,   0.098,  -0.134,   0.829,   0.771,  -1.103,  -0.723,   1.614,   0.326,   0.403,   0.331,   0.297,   0.354,   0.328,   0.374,   0.321,  -0.937,  -0.349,  -0.478,   0.519,   0.410,  -1.462,  -1.085,   1.315,  -0.596,   0.098,  -0.127,   0.804,   0.807,  -1.091,  -0.710,   1.661,  -0.272,   0.512,   0.190,   1.113,   1.124,  -0.802,  -0.337,   1.929
195,  -0.613,   0.099,  -0.094,   0.848,   0.737,  -1.050,  -0.701,   1.550,   0.353,   0.455,   0.281,   0.294,   0.374,   0.331,   0.362,   0.344,  -0.901,  -0.384,  -0.351,   0.552,   0.309,  -1.418,  -1.035,   1.208,  -0.628,   0.053,  -0.079,   0.876,   0.842,  -1.038,  -0.688,   1.533,  -0.321,   0.596,   0.168,   1.120,   1.064,  -0.725,  -0.379,   1.898
200,  -0.525,   0.049,  -0.053,   0.736,   0.767,  -0.988,  -0.740,   1.553,   0.371,   0.375,   0.276,   0.306,   0.300,   0.373,   0.402,   0.305,  -0.927,  -0.279,  -0.289,   0.474,   0.454,  -1.316,  -1.131,   1.274,  -0.525,  -0.021,  -0.074,   0.700,   0.807,  -1.023,  -0.689,   1.578,  -0.189,   0.400,   0.217,   1.048,   1.032,  -0.622,  -0.409,   1.838
205,  -0.568,   0.068,  -0.114,   0.800,   0.753,  -1.060,  -0.726,   1.569,   0.352,   0.422,   0.271,   0.276,   0.318,   0.304,   0.344,   0.258,  -0.852,  -0.367,  -0.387,   0.555,   0.413,  -1.364,  -1.046,   1.293,  -0.599,   0.089,  -0.121,   0.792,   0.783,  -1.038,  -0.786,   1.595,  -0.242,   0.468,   0.172,   1.019,   1.012,  -0.771,  -0.416,   1.819
210,  -0.630,   0.141,  -0.077,   0.785,   0.708,  -1.055,  -0.662,   1.501,   0.325,   0.350,   0.250,   0.311,   0.285,   0.330,   0.328,   0.311,  -0.908,  -0.197,  -0.311,   0.485,   0.410,  -1.408,  -0.992,   1.204,  -0.640,   0.149,  -0.029,   0.788,   0.749,  -1.066,  -0.678,   1.534,  -0.310,   0.426,   0.139,   1.047,   0.967,  -0.729,  -0.362,   1.857
215,  -0.554,   0.165,  -0.149,   0.747,   0.710,  -1.091,  -0.719,   1.541,   0.300,   0.359,   0.248,   0.280,   0.286,   0.257,   0.304,   0.274,  -0.869,  -0.186,  -0.386,   0.491,   0.438,  -1.356,  -0.995,   1.261,  -0.542,   0.157,  -0.138,   0.759,   0.720,  -1.093,  -0.739,   1.570,  -0.296,   0.448,   0.092,   1.038,   0.984,  -0.819,  -0.443,   1.781
220,  -0.596,   0.052,  -0.082,   0.749,   0.798,  -1.108,  -0.783,   1.621,   0.241,   0.380,   0.189,   0.207,   0.232,   0.278,   0.313,   0.280,  -0.855,  -0.352,  -0.262,   0.553,   0.582,  -1.388,  -1.073,   1.346,  -0.577,   0.028,  -0.086,   0.733,   0.818,  -1.069,  -0.775,   1.599,  -0.390,   0.438,   0.113,   0.970,   1.019,  -0.832,  -0.489,   1.909
225,  -0.608,   0.061,  -0.090,   0.758,   0.765,  -1.068,  -0.705,   1.547,   0.271,   0.355,   0.222,   0.236,   0.277,   0.262,   0.305,   0.264,  -0.848,  -0.313,  -0.333,   0.525,   0.466,  -1.343,  -1.012,   1.294,  -0.647,   0.075,  -0.098,   0.781,   0.798,  -1.064,  -0.690,   1.546,  -0.290,   0.369,   0.132,   0.982,   1.005,  -0.807,  -0.398,   1.821
230,  -0.563,   0.079,  -0.098,   0.686,   0.785,  -1.113,  -0.716,   1.575,   0.242,   0.299,   0.198,   0.221,   0.226,   0.231,   0.277,   0.265,  -0.798,  -0.219,  -0.273,   0.480,   0.606,  -1.354,  -0.958,   1.299,  -0.573,   0.110,  -0.103,   0.665,   0.803,  -1.129,  -0.736,   1.597,  -0.346,   0.366,   0.074,   0.919,   0.981,  -0.878,  -0.409,   1.811
235,  -0.557,   0.122,  -0.094,   0.700,   0.715,  -1.049,  -0.753,   1.521,   0.251,   0.317,   0.201,   0.219,   0.237,   0.231,   0.271,   0.214,  -0.770,  -0.151,  -0.326,   0.501,   0.477,  -1.273,  -1.002,   1.319,  -0.553,   0.140,  -0.068,   0.681,   0.749,  -1.044,  -0.740,   1.545,  -0.372,   0.371,   0.077,   0.916,   0.931,  -0.856,  -0.529,   1.707
240,  -0.583,   0.039,  -0.129,   0.688,   0.776,  -1.103,  -0.717,   1.565,   0.226,   0.264,   0.172,   0.186,   0.197,   0.255,   0.257,   0.229,  -0.767,  -0.192,  -0.310,   0.510,   0.627,  -1.305,  -0.947,   1.325,  -0.614,   0.032,  -0.117,   0.690,   0.787,  -1.120,  -0.749,   1.606,  -0.390,   0.277,   0.047,   0.835,   0.935,  -0.902,  -0.469,   1.762
245,  -0.584,   0.096,  -0.138,   0.699,   0.752,  -1.102,  -0.705,   1.544,   0.237,   0.265,   0.191,   0.209,   0.225,   0.211,   0.215,   0.181,  -0.808,  -0.153,  -0.362,   0.531,   0.573,  -1.277,  -0.882,   1.370,  -0.580,   0.104,  -0.118,   0.670,   0.768,  -1.087,  -0.707,   1.556,  -0.375,   0.325,   0.048,   0.937,   0.960,  -0.888,  -0.533,   1.724
250,  -0.554,   0.083,  -0.116,   0.644,   0.774,  -1.083,  -0.737,   1.549,   0.179,   0.239,   0.158,   0.161,   0.188,   0.184,   0.213,   0.166,  -0.717,  -0.125,  -0.277,   0.494,   0.626,  -1.244,  -0.947,   1.395,  -0.558,   0.085,  -0.097,   0.628,   0.776,  -1.097,  -0.738,   1.573,  -0.404,   0.313,   0.026,   0.789,   0.931,  -0.925,  -0.536,   1.699
255,  -0.566,   0.063,  -0.096,   0.645,   0.786,  -1.065,  -0.738,   1.538,   0.174,   0.230,   0.157,   0.160,   0.156,   0.169,   0.209,   0.169,  -0.742,  -0.166,  -0.238,   0.489,   0.695,  -1.229,  -0.939,   1.357,  -0.564,   0.078,  -0.084,   0.628,   0.777,  -1.057,  -0.743,   1.567,  -0.395,   0.289,   0.043,   0.813,   0.909,  -0.889,  -0.541,   1.680
260,  -0.554,   0.094,  -0.111,   0.618,   0.750,  -1.074,  -0.779,   1.542,   0.151,   0.191,   0.116,   0.136,   0.134,   0.166,   0.190,   0.154,  -0.686,  -0.094,  -0.210,   0.496,   0.663,  -1.192,  -0.911,   1.405,  -0.565,   0.075,  -0.104,   0.611,   0.765,  -1.089,  -0.764,   1.562,  -0.427,   0.311,  -0.008,   0.749,   0.845,  -0.946,  -0.644,   1.661
265,  -0.566,   0.096,  -0.138,   0.637,   0.750,  -1.109,  -0.739,   1.547,   0.125,   0.204,   0.127,   0.130,   0.175,   0.145,   0.146,   0.139,  -0.669,  -0.082,  -0.250,   0.518,   0.647,  -1.242,  -0.875,   1.433,  -0.566,   0.090,  -0.116,   0.602,   0.764,  -1.094,  -0.748,   1.543,  -0.449,   0.279,  -0.037,   0.784,   0.882,  -1.004,  -0.591,   1.628
270,  -0.551,   0.073,  -0.127,   0.610,   0.750,  -1.069,  -0.748,   1.520,   0.121,   0.174,   0.116,   0.107,   0.139,   0.116,   0.146,   0.106,  -0.645,  -0.091,  -0.221,   0.529,   0.662,  -1.145,  -0.888,   1.444,  -0.565,   0.074,  -0.107,   0.608,   0.770,  -1.078,  -0.743,   1.530,  -0.413,   0.277,  -0.026,   0.698,   0.840,  -0.976,  -0.616,   1.579
275,  -0.569,   0.091,  -0.105,   0.609,   0.781,  -1.098,  -0.759,   1.554,   0.124,   0.132,   0.094,   0.114,   0.092,   0.122,   0.117,   0.111,  -0.644,  -0.024,  -0.168,   0.526,   0.735,  -1.162,  -0.823,   1.491,  -0.580,   0.076,  -0.108,   0.605,   0.789,  -1.099,  -0.762,   1.554,  -0.469,   0.234,  -0.047,   0.677,   0.838,  -1.012,  -0.667,   1.625
280,  -0.561,   0.075,  -0.113,   0.595,   0.773,  -1.086,  -0.746,   1.533,   0.083,   0.123,   0.079,   0.080,   0.091,   0.081,   0.097,   0.087,  -0.630,  -0.023,  -0.151,   0.533,   0.735,  -1.152,  -0.811,   1.497,  -0.571,   0.074,  -0.108,   0.590,   0.780,  -1.087,  -0.744,   1.537,  -0.502,   0.208,  -0.053,   0.656,   0.819,  -1.031,  -0.674,   1.578
285,  -0.580,   0.086,  -0.111,   0.604,   0.761,  -1.077,  -0.745,   1.517,   0.061,   0.075,   0.068,   0.066,   0.074,   0.068,   0.060,   0.071,  -0.614,   0.050,  -0.127,   0.570,   0.743,  -1.115,  -0.772,   1.515,  -0.575,   0.076,  -0.108,   0.590,   0.781,  -1.087,  -0.744,   1.533,  -0.550,   0.117,  -0.080,   0.630,   0.797,  -1.059,  -0.701,   1.552
