iers_name, num_ses, obs_len, mean_epoch, beg_epoch, end_epoch, mean_ra, sigma_ra, mean_dec, sigma_dec
1859-050,   2,  4.4, 2016.66, 2014.44, 2018.88, 285.6106543307, 0.013,  -4.9673204460, 0.550
1901+016,   4, 11.4, 2014.23, 2006.93, 2018.35, 285.9710967105, 0.079,  +1.7573079768, 0.191
1901+155,  14, 23.4, 2010.36, 1996.00, 2019.36, 286.0598380794, 0.328, +15.6106809826, 0.323
1901+319,  68, 28.2, 2005.07, 1991.48, 2019.71, 285.7330787241, 0.190, +31.9949172192, 0.258
1902+556,   2, 11.9, 2012.90, 2006.96, 2018.84, 285.7983641484, 0.230, +55.6773471525, 0.407
1902-119,   2,  1.7, 2006.20, 2005.36, 2007.03, 286.3691162427, 1.301, -11.8923377877, 0.592
1902-257,   3,  0.8, 2018.51, 2018.06, 2018.89, 286.2999347597, 1.884, -25.6343136913, 0.382
1903+097,   4,  4.4, 2016.03, 2013.95, 2018.35, 286.4162456750, 0.314,  +9.8690020479, 0.253
1903+196,   3, 13.1, 2012.89, 2005.50, 2018.57, 286.4019672645, 1.069, +19.7189013084, 0.365
1903-802,  24, 30.1, 2003.31, 1988.01, 2018.07, 288.1667455132, 2.277, -80.1683186152, 0.249
1904+013,   5, 22.8, 2006.58, 1995.54, 2018.35, 286.7999840203, 0.254,  +1.4524894927, 0.212
1905+222,   7, 13.2, 2013.14, 2005.52, 2018.72, 287.0258782897, 0.804, +22.3761520776, 0.595
1905-252,   2,  4.1, 2016.63, 2014.59, 2018.67, 287.2018303890, 0.376, -25.1581586121, 0.508
1905-297,   6, 10.6, 2016.08, 2008.25, 2018.89, 287.1226384086, 0.829, -29.7047063631, 0.654
1906-217,   5, 11.9, 2014.40, 2006.96, 2018.89, 287.4381437363, 0.771, -21.6598334789, 0.734
1907+425,   2,  3.9, 2016.55, 2014.59, 2018.50, 287.2064862811, 0.006, +42.5913610711, 0.233
1907-192,   1,  0.0, 2018.26, 2018.26, 2018.26, 287.6510462320, 0.000, -19.1919398032, 0.000
1907-224,   2,  9.1, 2014.15, 2009.58, 2018.72, 287.7398215445, 0.031, -22.3914788430, 1.056
1908+230,   3, 22.5, 2006.42, 1996.20, 2018.72, 287.6880298688, 1.306, +23.0996147678, 1.701
1908+484,  31, 23.7, 2014.96, 1996.61, 2020.35, 287.4440110810, 0.623, +48.5755057070, 0.873
1908-201,1206, 34.0, 2007.95, 1987.12, 2021.15, 287.7902204076, 0.053, -20.1153081052, 0.092
1908-211,   5, 15.2, 2014.96, 2004.33, 2019.54, 287.9747392651, 0.255, -21.0455010358, 0.451
1909+161, 312, 25.0, 2014.16, 1996.00, 2021.04, 287.9927391966, 0.052, +16.1963514572, 0.058
1909+268,   3, 22.4, 2009.85, 1996.37, 2018.73, 287.8961556539, 0.260, +26.9704895937, 0.495
1909-081,   3, 14.5, 2012.57, 2004.40, 2018.88, 288.0297033912, 0.449,  -8.0727507595, 1.523
1909-151,   3, 12.8, 2012.70, 2005.42, 2018.27, 288.0497481573, 1.326, -15.0826508001, 1.118
1909-194,   3, 12.7, 2012.74, 2005.55, 2018.27, 287.9854964765, 0.165, -19.3641561879, 1.440
1910+052,   5, 20.1, 2006.41, 1998.29, 2018.38, 288.2260738703, 0.337,  +5.3001173162, 0.391
1910+375,   4, 22.1, 2007.86, 1996.43, 2018.57, 288.1046817395, 0.307, +37.6768457606, 0.271
1910-298,   6,  3.0, 2018.53, 2016.78, 2019.79, 288.5151420838, 1.108, -29.7957702728, 0.543
1910-365,   3,  5.7, 2015.45, 2013.03, 2018.73, 288.3370395104, 0.472, -36.5053974361, 0.153
1910-451,   6,  2.6, 2017.81, 2016.57, 2019.19, 288.4437952942, 1.252, -45.0532142056, 1.470
1911+013,   3,  3.8, 2016.73, 2014.59, 2018.38, 288.5606396091, 0.397,  +1.4073070179, 0.954
1911+165,   2,  4.0, 2016.59, 2014.60, 2018.58, 288.5602479866, 0.095, +16.6108406427, 0.483
1911+781,   2,  0.2, 2018.85, 2018.73, 2018.97, 287.3289985568, 0.461, +78.2249611060, 1.960
1911-019,   2,  4.3, 2016.74, 2014.60, 2018.88, 288.4130235466, 0.200,  -1.8630662200, 0.645
1911-259,   3,  0.8, 2018.51, 2018.06, 2018.89, 288.7402785280, 0.991, -25.8671036988, 0.175
1913-272,   5, 10.0, 2015.83, 2009.06, 2019.06, 289.0827613027, 0.429, -27.1422941052, 0.629
1914-154,   5, 12.9, 2011.90, 2005.36, 2018.27, 289.2187957638, 0.431, -15.3166866852, 1.123
1914-194,   3, 12.7, 2012.80, 2005.55, 2018.27, 289.4367470258, 0.661, -19.3587799789, 3.637
1914-212,   3, 13.2, 2012.95, 2005.52, 2018.73, 289.2860177922, 0.161, -21.1752120313, 0.953
1915+657,   4, 23.0, 2011.33, 1995.30, 2018.27, 288.8492459715, 0.442, +65.8128854852, 0.191
1915+863,   2,  0.4, 2018.77, 2018.58, 2018.97, 285.2930881006,58.417, +86.3983007549, 4.272
1916+062,   4,  4.4, 2016.04, 2013.95, 2018.38, 289.8222934793, 0.440,  +6.3285489561, 0.554
1917+495,   3, 13.0, 2012.87, 2005.52, 2018.50, 289.6899153072, 1.491, +49.6322313453, 0.667
1917+552,   3, 24.2, 2004.62, 1994.61, 2018.84, 289.5447920399, 0.533, +55.3440586213, 0.647
1917-248,   7, 13.3, 2015.33, 2005.55, 2018.89, 290.0601289653, 0.541, -24.7516110026, 0.506
1917-386,   3, 13.4, 2012.07, 2005.36, 2018.73, 290.1792068527, 1.646, -38.5183486643, 2.563
1918+019,   3,  3.8, 2016.75, 2014.59, 2018.42, 290.2767627460, 0.157,  +2.0761327522, 1.501
1918+267,   3, 14.9, 2009.86, 2003.82, 2018.73, 290.1212840155, 0.075, +26.8633339183, 0.553
1918-026,   7, 13.4, 2013.35, 2005.50, 2018.92, 290.1802591136, 0.204,  -2.6032238113, 0.245
1918-634,   3,  9.1, 2014.66, 2008.70, 2017.84, 290.8525252004, 2.431, -63.3460463946, 1.514
1919+086,   4, 20.7, 2011.98, 1997.69, 2018.42, 290.5776402515, 0.105,  +8.6992712351, 0.814
1919+434,   3, 11.5, 2013.36, 2006.96, 2018.51, 290.2913944063, 1.356, +43.5616212577, 1.071
1919-166,   2,  1.8, 2017.45, 2016.57, 2018.33, 290.6448609713, 1.738, -16.5482077121, 1.065
1920+154,   4, 22.6, 2006.35, 1996.00, 2018.58, 290.6445806268, 0.716, +15.5027867378, 0.386
1920+450,   3, 21.9, 2009.85, 1996.61, 2018.51, 290.4758536123, 1.542, +45.1074687973, 0.819
1920-211, 314, 31.6, 2011.56, 1989.35, 2020.98, 290.8841242408, 0.062, -21.0759258808, 0.081
1921-159,   2,  0.6, 2018.65, 2018.33, 2018.97, 291.0492677991, 1.361, -15.8172345645, 0.524
1921-293,2426, 38.3, 2002.20, 1982.79, 2021.12, 291.2127331431, 0.035, -29.2417002829, 0.051
1922+155,   5, 22.6, 2002.15, 1996.00, 2018.58, 291.1643997666, 0.242, +15.6788726747, 0.182
1922+333,   3, 16.5, 2011.56, 2002.09, 2018.57, 291.0728357934, 1.106, +33.4915935811, 1.577
1922+478,   4, 21.9, 2008.00, 1996.61, 2018.51, 290.8634572033, 1.103, +47.9046718694, 0.610
1922-224,  11, 13.4, 2013.14, 2005.42, 2018.84, 291.4157920551, 0.936, -22.3264199703, 0.811
1922-341,   4, 14.5, 2013.71, 2004.33, 2018.84, 291.3209177365, 0.331, -34.0170929032, 0.514
1923+123,   3, 14.3, 2012.52, 2004.35, 2018.61, 291.4200709380, 0.560, +12.4605798647, 1.283
1923+210,1090, 38.7, 2008.44, 1982.46, 2021.12, 291.4983556497, 0.032, +21.1072672722, 0.047
1923-101,   3, 12.8, 2012.81, 2005.52, 2018.33, 291.6123620694, 0.145, -10.0977662638, 0.843
1924+420,   2,  4.1, 2016.47, 2014.44, 2018.51, 291.6293887260, 0.165, +42.1663857268, 0.236
1924+507,   3, 24.2, 2003.35, 1994.61, 2018.84, 291.5263402953, 0.456, +50.8825049348, 0.322
1925-206,   6, 11.5, 2014.98, 2008.25, 2019.79, 292.0382640037, 0.143, -20.5954957602, 0.227
1925-610,  67, 31.1, 2011.41, 1988.04, 2019.13, 292.5256673331, 0.493, -60.9358844417, 0.297
1926+050,   4, 22.9, 2011.45, 1995.54, 2018.42, 292.3331162319, 0.171,  +5.1326646400, 0.789
1926+087,  12, 22.3, 2003.99, 1994.92, 2017.24, 292.1702312377, 0.071,  +8.8134478446, 0.262
1926+233,   4, 22.7, 2006.34, 1996.00, 2018.73, 292.2690661309, 0.316, +23.4247994984, 0.438
1926+440,   4, 22.0, 2008.49, 1996.61, 2018.57, 292.0889652530, 0.326, +44.2005156157, 0.392
1926+611,   4, 23.7, 2011.17, 1994.61, 2018.33, 291.8768440345, 0.301, +61.2924663819, 0.158
1927+090,   4, 12.9, 2013.02, 2005.52, 2018.44, 292.4494304770, 0.344,  +9.1676791906, 0.622
1927+256,   7, 22.4, 2011.69, 1996.37, 2018.73, 292.4371587656, 0.122, +25.7211794514, 0.141
1927-209,   3,  2.2, 2017.50, 2016.61, 2018.84, 292.5435506104, 1.302, -20.8848601820, 1.781
1927-223,   2,  0.8, 2018.48, 2018.06, 2018.89, 292.7062979690, 1.174, -22.2330814007, 1.058
1928+154,   8, 19.0, 2013.22, 2002.09, 2021.11, 292.7198624245, 0.091, +15.5428964520, 0.119
1928+681,   3,  1.8, 2018.18, 2017.23, 2018.99, 292.0856083330, 1.084, +68.2497975304, 0.204
1928+738, 135, 37.5, 1995.26, 1981.46, 2018.96, 291.9520630516, 0.496, +73.9671028244, 0.161
1928+770,   3, 13.2, 2012.96, 2005.55, 2018.73, 291.6299621380, 1.406, +77.1087489682, 0.282
1928-698,   9, 14.6, 2017.31, 2005.54, 2020.10, 293.3798332920, 1.174, -69.7163652830, 0.623
1929+226, 222, 29.1, 2015.11, 1991.98, 2021.06, 292.8538198576, 0.087, +22.7253495438, 0.087
1929+312,   3, 22.2, 2009.79, 1996.37, 2018.57, 292.7861407007, 0.496, +31.3759434467, 0.401
1929+476,   2,  4.1, 2016.53, 2014.48, 2018.57, 292.8189483604, 0.240, +47.7281120362, 0.491
1929+596,   1,  0.0, 2018.84, 2018.84, 2018.84, 292.6522442562, 0.000, +59.8024757331, 0.000
1929-295,   4, 13.3, 2014.00, 2005.50, 2018.84, 293.1477243177, 0.404, -29.4783469259, 0.249
1929-457,  24, 15.5, 2013.20, 2004.60, 2020.10, 293.1870319590, 0.709, -45.6105364066, 0.813
1930-028,   1,  0.0, 2018.92, 2018.92, 2018.92, 293.2236070902, 0.000,  -2.7882476540, 0.000
1931+149,   3, 16.5, 2011.77, 2002.09, 2018.61, 293.3408541383, 0.131, +15.0795558763, 0.226
1931-243,   4, 14.5, 2013.73, 2004.40, 2018.88, 293.7202030797, 0.701, -24.2734319457, 0.952
1932+106,   4, 23.7, 2006.87, 1994.92, 2018.61, 293.6459395891, 0.294, +10.7278793539, 0.198
1932+174,   2,  2.6, 2017.39, 2016.11, 2018.67, 293.7091850469, 0.873, +17.5372605051, 0.109
1932+204,  26, 26.3, 2003.42, 1992.50, 2018.84, 293.7936370949, 0.114, +20.5317094222, 0.164
1932-161,   3, 11.3, 2013.32, 2007.03, 2018.33, 293.8991469125, 0.618, -16.0423257402, 1.296
1933+016,   4, 14.6, 2013.51, 2003.82, 2018.44, 294.1263603102, 0.393,  +1.7145434270, 1.053
1933+655,   5, 23.0, 2009.17, 1995.30, 2018.33, 293.4889053142, 0.352, +65.6713412497, 0.188
1933-400, 128, 31.7, 2010.01, 1989.31, 2021.04, 294.3175723094, 0.227, -39.9670983157, 0.217
1934+207,   1,  0.0, 2018.84, 2018.84, 2018.84, 294.2001363851, 0.000, +20.8601331858, 0.000
1934+226,   3, 16.8, 2010.57, 2002.09, 2018.84, 294.1221028178, 0.255, +22.7738489854, 0.122
1934+365,   3, 22.1, 2009.81, 1996.43, 2018.58, 294.1159025143, 0.452, +36.7097171906, 0.505
1934+615,   4, 12.8, 2013.93, 2005.55, 2018.33, 293.6695139576, 0.783, +61.6448951510, 0.546
1934-065,   3, 13.6, 2012.02, 2005.36, 2018.92, 294.3333012308, 0.197,  -6.4578010741, 0.566
1934-638,   5, 25.5, 2008.40, 1992.39, 2017.90, 294.8542674137,31.087, -63.7126742101, 3.550
1935+360,   4, 14.2, 2012.87, 2004.35, 2018.58, 294.3809858062, 0.477, +36.1266228215, 1.276
1935-179,   3, 12.8, 2012.82, 2005.52, 2018.35, 294.5206594804, 0.260, -17.8223295669, 3.198
1935-692,  60, 31.1, 2009.87, 1988.01, 2019.13, 295.1063672574, 0.687, -69.1324922008, 0.293
1936+046,  10, 25.6, 2016.13, 1995.54, 2021.09, 294.6277899990, 0.220,  +4.8032263877, 0.459
1936+095,   4, 11.5, 2013.16, 2006.96, 2018.44, 294.6816928592, 1.165,  +9.7055778523, 1.768
1936+714,   9, 23.4, 2013.49, 1995.30, 2018.73, 294.0148373671, 1.206, +71.5254955730, 0.402
1936-155, 402, 31.8, 2014.84, 1989.35, 2021.15, 294.8610740013, 0.068, -15.4286273829, 0.093
1936-623,  13, 29.4, 2014.02, 1990.74, 2020.10, 295.3407026303, 0.887, -62.1891825027, 0.755
1937+381,   3, 14.3, 2012.44, 2004.33, 2018.58, 294.8898617923, 0.140, +38.2931634874, 0.124
1937+630,   2,  0.6, 2018.67, 2018.35, 2018.99, 294.5673557475, 0.920, +63.1216068537, 1.003
1937-101,  33, 29.9, 2004.67, 1990.60, 2020.48, 294.9885690683, 0.081, -10.0448667910, 0.337
1938+371,   3, 22.1, 2009.87, 1996.43, 2018.58, 294.9658602426, 0.363, +37.2251355459, 0.389
1938+666,   2,  0.6, 2018.67, 2018.35, 2018.99, 294.6054235384,135.990, +66.8147728347,137.493
1938-202,   4,  1.4, 2018.38, 2017.60, 2018.97, 295.2387733168,15.154, -20.1141499111,43.432
1938-296,   3,  4.3, 2016.84, 2014.59, 2018.88, 295.3920022379, 0.662, -29.5503323036, 0.988
1938-302,   4, 13.5, 2013.97, 2005.36, 2018.84, 295.2926771283, 0.289, -30.1223440985, 0.646
1939+429,   3, 13.0, 2012.85, 2005.55, 2018.57, 295.2054999979, 0.403, +43.0735158811, 0.649
1939+813,   3, 20.9, 2010.08, 1997.65, 2018.58, 293.8446784901, 4.171, +81.5040424760, 0.558
1939-053,   3, 13.5, 2012.98, 2005.42, 2018.92, 295.4458689289, 1.088,  -5.1923285777, 0.161
1939-316,   4, 13.4, 2013.98, 2005.42, 2018.84, 295.6704748866, 2.100, -31.5040578534, 2.920
1941+413,   3, 14.2, 2012.45, 2004.35, 2018.57, 295.7443253553, 0.948, +41.4897390782, 1.646
1941-554,   6,  3.8, 2016.62, 2015.36, 2019.19, 296.3509546937, 3.871, -55.3469009531, 0.839
1942+097,   4, 23.0, 2011.45, 1995.54, 2018.50, 296.3163450145, 0.201,  +9.8832119730, 0.268
1942+722,   3, 13.3, 2012.98, 2005.52, 2018.84, 295.3624362012, 1.398, +72.3617287545, 0.461
1942-020,   5, 12.6, 2012.15, 2005.50, 2018.05, 296.3450862429, 1.311,  -1.8893988623, 3.669
1942-313,   3,  9.5, 2015.07, 2009.31, 2018.84, 296.4973724382, 0.262, -31.1939881509, 0.593
1943+228,   6, 26.3, 2000.77, 1992.50, 2018.84, 296.5260474274, 0.378, +23.0012262694, 0.479
1943+546,   3, 24.3, 2009.30, 1994.61, 2018.88, 296.1312981342, 1.167, +54.8019616795, 0.169
1944+126,   4, 22.7, 2006.46, 1996.00, 2018.67, 296.8313609670, 0.198, +12.8153943529, 0.425
1944+838,   2,  0.4, 2018.79, 2018.58, 2018.99, 294.4152187308, 5.622, +83.9413908198, 0.333
1945-011,   5, 12.7, 2014.09, 2005.36, 2018.05, 296.9324320378, 4.033,  -1.0568147864, 4.376
1945-325,   4,  7.7, 2016.03, 2011.15, 2018.88, 297.1052051760, 0.460, -32.4684571408, 1.056
1946+358,   3, 22.2, 2009.88, 1996.43, 2018.61, 297.0188337535, 0.530, +35.9390753611, 0.325
1946+396,   3, 11.6, 2013.39, 2006.96, 2018.61, 297.1490424958, 0.233, +39.7311301745, 0.261
1946+708,   3, 23.5, 2009.58, 1995.30, 2018.84, 296.4729985659, 1.841, +70.9302023510, 1.501
1946-200,   6, 21.1, 2010.53, 1997.50, 2018.58, 297.4725842033, 0.199, -19.9537024631, 0.634
1946-582,   2,  4.9, 2011.17, 2008.70, 2013.63, 297.6558399981, 0.453, -58.0777099317, 0.114
1947+079,  32, 32.1, 1996.39, 1987.57, 2019.65, 297.5230833959, 0.396,  +8.1205501413, 0.802
1947+242,   3, 16.8, 2011.80, 2002.09, 2018.88, 297.3880954761, 0.101, +24.3550696291, 0.472
1948+505,   6, 24.3, 2008.90, 1994.61, 2018.88, 297.4312178230, 0.256, +50.6922147490, 0.050
1948-047,   4, 20.7, 2011.77, 1997.35, 2018.05, 297.6835632628, 2.020,  -4.6032916107, 3.577
1948-186,   2,  3.8, 2016.47, 2014.59, 2018.35, 297.8674552586, 0.017, -18.5132438964, 0.406
1948-241,   2,  1.1, 2019.41, 2018.88, 2019.94, 297.9445026893, 0.676, -24.0636552957, 1.340
1949+014,   3, 14.2, 2012.42, 2004.33, 2018.50, 297.9000768392, 0.280,  +1.5785316531, 0.153
1949-052,   8, 15.5, 2016.31, 2005.42, 2020.94, 297.9477847606, 1.035,  -5.1622125537, 2.444
1950+253,   3, 16.5, 2011.90, 2002.37, 2018.88, 298.2012249321, 0.211, +25.4481902024, 0.270
1950+573,   3, 24.3, 2009.30, 1994.61, 2018.88, 297.7790946454, 0.884, +57.4547714170, 0.222
1950+727,   3, 23.5, 2009.58, 1995.30, 2018.84, 297.3967954518, 1.406, +72.8786029771, 0.385
1950-207,   3,  2.4, 2017.61, 2016.57, 2018.92, 298.2591375167, 0.287, -20.6090370106, 0.404
1950-270,   1,  0.0, 2018.92, 2018.92, 2018.92, 298.4496022632, 0.000, -26.9008233709, 0.000
1950-613,  13, 26.8, 2011.47, 1992.39, 2019.24, 298.7948781184, 1.044, -61.2553161776, 0.833
1951+355,  12, 27.1, 2003.36, 1992.81, 2019.94, 298.3786487639, 0.128, +35.6331553542, 0.291
1951+498,   2,  4.1, 2016.53, 2014.48, 2018.58, 298.1492198410, 0.154, +49.9705477863, 0.621
1951-115,   3, 12.9, 2012.73, 2005.42, 2018.35, 298.6714818798, 1.672, -11.3896224474, 0.858
1952+138,   7, 24.7, 2005.26, 1996.00, 2020.71, 298.7982141449, 0.101, +13.9711780360, 0.438
1953-200,   2,  1.8, 2017.49, 2016.61, 2018.38, 299.0995738737, 2.116, -19.9616959136, 0.480
1953-325,   9, 16.8, 2015.39, 2002.09, 2018.88, 299.2477303058, 0.205, -32.4294464312, 0.200
1954+187,   2,  1.4, 2018.02, 2017.32, 2018.72, 299.1284022212, 8.621, +18.9339262723, 1.408
1954+188,   1,  0.0, 2014.97, 2014.97, 2014.97, 299.1284003373, 0.000, +18.9339264138, 0.000
1954+282,   6, 17.2, 2015.38, 2002.37, 2019.60, 299.1918353028, 0.190, +28.3494381612, 0.298
1954+513, 118, 36.5, 2008.35, 1984.20, 2020.74, 298.9280760574, 0.166, +51.5301516728, 0.212
1954+617,   3,  3.7, 2016.73, 2014.60, 2018.35, 298.7332894135, 2.671, +61.8995269181, 0.639
1954-388,1541, 28.8, 2009.78, 1992.39, 2021.15, 299.4992470086, 0.049, -38.7517655507, 0.040
1955+335,   6, 25.3, 2001.25, 1993.30, 2018.61, 299.4189578521, 0.358, +33.6410952944, 0.205
1955+343,   3, 11.1, 2013.57, 2007.52, 2018.61, 299.3935617706, 0.224, +34.4651752899, 0.587
1955-210,   2,  2.0, 2017.92, 2016.92, 2018.92, 299.7032216367, 0.001, -20.8797253062, 1.544
1957+386,   3, 13.1, 2012.94, 2005.55, 2018.67, 299.8418301564, 0.995, +38.7817124378, 1.037
1957+406,   3, 15.6, 2014.18, 2004.17, 2019.79, 299.8681523990, 0.835, +40.7339157710, 0.381
1957-135,   5, 12.9, 2013.99, 2005.50, 2018.38, 300.1756049712, 0.524, -13.4259811233, 1.034
1957-194,   3,  1.4, 2018.49, 2017.60, 2018.97, 300.0356701554,19.856, -19.3604284414,46.992
1958+103,   3, 23.2, 2009.74, 1995.54, 2018.72, 300.2943480526, 0.094, +10.4661435728, 0.522
1958-179,1650, 33.9, 2002.73, 1987.22, 2021.13, 300.2378768304, 0.022, -17.8160201752, 0.036
1959+067,   3, 11.5, 2013.32, 2007.03, 2018.50, 300.5398950798, 0.535,  +6.8542750299, 0.601
1959+241,   3, 13.4, 2013.00, 2005.52, 2018.88, 300.4740745761, 0.344, +24.2777749568, 0.606
1959+332,   2,  0.7, 2018.34, 2018.01, 2018.67, 300.4258713714, 0.206, +33.3957684421, 1.188
1959+437,   3, 22.2, 2009.88, 1996.43, 2018.61, 300.3036407267, 0.658, +43.8813442858, 0.121
1959+650,   4, 23.0, 2011.37, 1995.30, 2018.35, 299.9993829799, 1.236, +65.1485139918, 0.514
1959-150,   3,  2.0, 2018.96, 2018.26, 2020.23, 300.5389977754, 0.717, -14.9254955815, 2.900
1959-169,   3, 11.4, 2013.26, 2006.96, 2018.38, 300.6795350897, 1.103, -16.8229734510, 1.122
1959-639,   5,  0.8, 2018.04, 2017.64, 2018.47, 301.1228253070, 0.811, -63.7898085640, 1.927
2000+148,  68, 25.1, 2014.78, 1996.00, 2021.08, 300.6749967913, 0.136, +15.0207150153, 0.128
2000+472, 550, 24.5, 2015.37, 1996.61, 2021.12, 300.5434093755, 0.077, +47.4246593515, 0.050
2000-045,   4, 12.5, 2013.90, 2005.52, 2018.07, 300.8540632250, 0.350,  -4.3606740669, 0.852
2000-330,  32, 29.9, 2002.37, 1988.96, 2018.88, 300.8504847628, 0.224, -32.8625369016, 0.315
2001+304,   3, 16.3, 2011.88, 2002.37, 2018.67, 300.8760168545, 0.071, +30.5752189130, 0.300
2001+449,   3, 22.0, 2006.88, 1996.61, 2018.61, 300.7170669841, 1.982, +45.1023133141, 0.322
2002-185,   4, 20.9, 2007.00, 1997.50, 2018.42, 301.3220547499, 0.203, -18.3675885148, 1.942
2002-233,   4, 13.6, 2013.52, 2004.40, 2018.05, 301.4858147175, 0.651, -23.1741709295, 6.181
2002-375,  70, 16.9, 2014.07, 2002.09, 2018.99, 301.4794622190, 0.315, -37.3948544032, 1.013
2003+104,   2,  3.8, 2016.84, 2014.97, 2018.72, 301.3764560322, 0.216, +10.5610604150, 0.195
2003+662,   5, 23.1, 2010.58, 1995.30, 2018.38, 300.9771227516, 0.778, +66.4323261792, 0.383
2004+064,   3, 23.0, 2009.49, 1995.54, 2018.50, 301.7996470481, 0.365,  +6.6123878129, 0.140
2004+443,   4, 22.0, 2008.83, 1996.61, 2018.61, 301.4670358097, 0.596, +44.4819779369, 0.329
2004-125,   3, 12.9, 2012.79, 2005.52, 2018.42, 301.7014308523, 0.453, -12.3820244571, 1.866
2004-447,   4, 16.6, 2009.52, 2002.09, 2018.67, 301.9799350675, 0.480, -44.5789652974, 0.702
2005+372,   4, 16.4, 2011.41, 2002.37, 2018.72, 301.9391571189, 1.525, +37.3673084078, 1.158
2005+403,  20, 38.1, 2000.47, 1981.46, 2019.59, 301.9372700903, 0.523, +40.4968344198, 0.348
2005+642,  13, 25.4, 2007.32, 1994.19, 2019.59, 301.5737271453, 0.296, +64.4126160752, 0.181
2005+737,   3,  6.9, 2016.65, 2012.11, 2018.99, 301.0713406761, 0.417, +73.9183361149, 0.244
2005-044,   4, 12.0, 2014.04, 2006.09, 2018.07, 302.1017882561, 0.281,  -4.3081381884, 0.529
2005-283,   3,  3.6, 2016.54, 2014.44, 2018.05, 302.2530641060, 0.847, -28.2072143332, 8.853
2005-474,   2,  1.5, 2018.45, 2017.70, 2019.19, 302.1957137905,10.915, -47.2873169147, 1.704
2005-489,  56, 29.4, 2006.95, 1990.41, 2019.79, 302.3557948762, 0.824, -48.8315895452, 0.595
2007+073,   3,  6.5, 2015.03, 2011.97, 2018.51, 302.4812808772, 0.208,  +7.4537967203, 1.026
2007+131,   1,  0.0, 2019.94, 2019.94, 2019.94, 302.3634210866, 0.000, +13.3040091376, 0.000
2007+150,   1,  0.0, 2020.05, 2020.05, 2020.05, 302.5341630042, 0.000, +15.2330040785, 0.000
2007+659,   5, 23.1, 2012.03, 1995.30, 2018.38, 301.8698794663, 0.548, +66.1229265575, 0.530
2007+747,   3, 11.9, 2013.48, 2006.96, 2018.88, 301.7682890270, 0.665, +74.8737219124, 0.137
2007+777, 276, 32.4, 1994.54, 1984.81, 2017.22, 301.3791604970, 0.311, +77.8786798869, 0.069
2008+205,   1,  0.0, 2018.92, 2018.92, 2018.92, 302.7118666378, 0.000, +20.7104394885, 0.000
2008+332,   3, 16.4, 2011.84, 2002.37, 2018.72, 302.7071799718, 0.829, +33.3705032081, 0.055
2008+355,   2,  0.7, 2018.36, 2018.01, 2018.72, 302.4901562987, 1.533, +35.7216670324, 0.624
2008-068,  22, 23.9, 2005.27, 1994.12, 2018.07, 302.8092325080, 0.168,  -6.7343209288, 0.219
2008-159, 857, 34.0, 2013.87, 1987.12, 2021.15, 302.8154621988, 0.057, -15.7778482635, 0.050
2009+611,   4, 23.8, 2011.32, 1994.61, 2018.38, 302.7053690564, 0.580, +61.2708769599, 0.232
2009-169,   1,  0.0, 2020.29, 2020.29, 2020.29, 303.1257448505, 0.000, -16.7806812624, 0.000
2009-193,   3,  0.8, 2018.51, 2018.14, 2018.97, 303.1447078360, 0.522, -19.2481252190, 1.693
2010+463,   3, 22.1, 2009.96, 1996.61, 2018.67, 303.0234884037, 0.744, +46.4821606485, 0.366
2010+723,   3, 23.6, 2009.54, 1995.30, 2018.88, 302.4679324129, 0.127, +72.4887085012, 0.342
2010-249,   2,  0.2, 2020.59, 2020.50, 2020.69, 303.3224762586, 3.286, -24.8065065432, 5.594
2010-265,   3,  0.9, 2018.39, 2018.05, 2018.99, 303.4605060971, 1.983, -26.4019853229,10.319
2012-017,   3, 19.7, 2009.79, 1997.35, 2017.05, 303.8131581332, 0.250,  -1.6257110966, 0.373
2013+163, 286, 25.1, 2015.74, 1996.00, 2021.12, 304.0577501628, 0.073, +16.5428091961, 0.100
2013+340,   3, 22.4, 2009.85, 1996.37, 2018.73, 303.8701328908, 0.418, +34.1776138779, 0.443
2013+370,   3, 16.6, 2011.75, 2002.09, 2018.72, 303.8697075790, 0.132, +37.1831984962, 0.319
2013+508,   4, 22.3, 2009.37, 1996.61, 2018.88, 303.6191250669, 0.480, +50.9859801419, 0.182
2013+527,   3, 24.3, 2009.32, 1994.61, 2018.92, 303.8298680650, 0.137, +52.8999216264, 0.193
2013-172,   2,  0.6, 2018.71, 2018.42, 2018.99, 303.9904945075, 2.002, -17.0612671519, 1.760
2013-273,   5, 13.0, 2014.75, 2005.52, 2018.56, 304.1934016010, 0.943, -27.1467136917, 2.328
2014+358,   3, 16.4, 2011.85, 2002.37, 2018.73, 304.1900777655, 0.559, +36.0092703234, 0.342
2014+463,   3,  6.5, 2016.71, 2012.49, 2018.97, 303.9166071552, 7.118, +46.4807982848, 7.390
2014+657,   3,  3.5, 2016.90, 2014.97, 2018.42, 303.6335004613, 0.797, +65.8987240024, 1.674
2014-184,   2,  0.6, 2018.72, 2018.44, 2018.99, 304.2949347490, 2.579, -18.3278146147, 0.177
2014-254,   5, 14.5, 2014.59, 2004.40, 2018.89, 304.4708412159, 0.839, -25.2472444795, 1.670
2015+083,   4, 23.0, 2007.27, 1995.54, 2018.51, 304.5471331065, 0.297,  +8.5318191869, 0.841
2015+657,   4, 23.1, 2011.50, 1995.30, 2018.42, 303.9807029180, 0.165, +65.9146275119, 0.094
