iers_name, num_ses, obs_len, mean_epoch, beg_epoch, end_epoch, mean_ra, sigma_ra, mean_dec, sigma_dec, med_err_ra, med_err_dec
2043+156,   7, 13.3, 2013.54, 2005.52, 2018.84, 311.4395585136, 0.102, +15.7909279774, 0.170, 0.137, 0.245
2043+749,   5,  6.3, 2017.35, 2013.03, 2019.30, 310.6554499282, 0.197, +75.1340125801, 0.065, 0.136, 0.152
2044-027,   4, 17.3, 2013.74, 2002.09, 2019.38, 311.7931935655, 0.128,  -2.6061497740, 0.385, 0.181, 0.429
2044-120,   5,  4.8, 2017.57, 2014.61, 2019.44, 311.7285070582, 0.589, -11.8799361435, 0.457, 0.839, 1.620
2044-168,   9, 22.4, 2015.04, 1997.50, 2019.88, 311.8319458872, 0.043, -16.6516229974, 0.207, 0.175, 0.429
2044-188,   6, 12.8, 2016.19, 2007.03, 2019.88, 311.9068969277, 0.081, -18.6948197006, 0.236, 0.150, 0.412
2044-290,   4,  4.6, 2017.37, 2014.61, 2019.19, 311.9068320203, 0.053, -28.8332399157, 0.479, 0.200, 0.494
2045-405,   5,  9.6, 2016.71, 2009.92, 2019.51, 312.2917292315, 0.098, -40.3419824304, 0.441, 0.192, 0.501
2046+124,   1,  0.0, 2020.64, 2020.64, 2020.64, 312.2430090997, 0.000, +12.6531155719, 0.000, 0.159, 0.334
2046+429,   7, 13.8, 2015.82, 2006.53, 2020.36, 312.0813598652, 7.992, +43.1783453544, 3.345, 5.766, 6.391
2046+535,   5, 24.8, 2012.71, 1994.61, 2019.41, 311.9741502579, 0.084, +53.7256665087, 0.056, 0.147, 0.133
2046+762,   6, 13.2, 2016.37, 2006.15, 2019.30, 311.4205539459, 0.840, +76.4197177748, 0.162, 0.574, 0.433
2046-161,   2,  0.7, 2019.54, 2019.20, 2019.88, 312.2065458286, 0.235, -16.0038938526, 0.327, 0.230, 0.610
2046-194,   5,  2.3, 2019.03, 2017.61, 2019.95, 312.4262233914, 0.103, -19.2513198410, 0.145, 0.195, 0.351
2047+039,   5, 23.9, 2013.00, 1995.54, 2019.44, 312.5260024665, 0.094,  +4.1302471053, 0.192, 0.112, 0.225
2047+098,   6, 24.5, 2014.35, 1995.54, 2020.06, 312.4411040398, 0.048, +10.0539993364, 0.103, 0.099, 0.228
2047-266,   6, 12.8, 2014.26, 2005.52, 2018.35, 312.6028909561, 0.077, -26.4716826376, 0.219, 0.121, 0.337
2048+196,   5,  4.1, 2018.09, 2016.05, 2020.14, 312.8027747198, 0.258, +19.8350844961, 0.268, 0.328, 0.987
2048+361,   5, 22.7, 2013.31, 1996.44, 2019.13, 312.5095188637, 0.218, +36.3312505746, 0.265, 0.396, 0.487
2048+370,   6,  4.5, 2017.81, 2014.61, 2019.13, 312.7114118055, 1.996, +37.2425214073, 0.702, 1.348, 1.907
2048-351,   1,  0.0, 2020.77, 2020.77, 2020.77, 312.8315182970, 0.000, -35.0003374384, 0.000, 0.640, 0.394
2049+175,   6, 23.7, 2010.60, 1996.01, 2019.69, 312.8982622358, 0.046, +17.7269167788, 0.144, 0.168, 0.254
2050+161,   5, 22.9, 2008.78, 1996.01, 2018.88, 313.1817493597, 0.076, +16.3302299496, 0.131, 0.137, 0.252
2050+226,   4, 14.9, 2010.71, 2004.33, 2019.19, 313.2890168967, 0.284, +22.8004130070, 0.380, 0.273, 0.419
2050+364,   5, 22.7, 2013.31, 1996.44, 2019.16, 313.2168959258, 0.287, +36.5931389615, 0.281, 0.093, 0.165
2050-165,   2,  0.6, 2019.62, 2019.30, 2019.95, 313.2755426293, 0.109, -16.3354606882, 0.642, 0.245, 0.697
2051+350,   5, 13.6, 2015.14, 2005.52, 2019.16, 313.2606164330, 0.201, +35.2560888332, 0.185, 0.239, 0.291
2051+687,   4,  3.8, 2017.55, 2015.31, 2019.16, 313.0010282170, 0.662, +68.9710325315, 0.130, 0.237, 0.201
2051+745,  17, 31.7, 1999.04, 1987.59, 2019.32, 312.8905606749, 0.463, +74.6945828375, 0.065, 0.958, 0.728
2051-172,   2,  0.6, 2019.62, 2019.30, 2019.95, 313.4945429236, 0.036, -17.0406482676, 0.050, 0.119, 0.310
2051-204,   7, 15.5, 2015.49, 2004.40, 2019.95, 313.5919685308, 0.032, -20.2713386693, 0.147, 0.116, 0.281
2052+005,   1,  0.0, 2020.64, 2020.64, 2020.64, 313.7067132282, 0.000,  +0.6980644385, 0.000, 0.220, 0.445
2052+239,   4,  3.5, 2017.65, 2015.69, 2019.19, 313.6230544866, 0.070, +24.1260458691, 0.130, 0.252, 0.445
2052-474,1404, 30.7, 2013.62, 1990.74, 2021.48, 314.0681658661, 0.020, -47.2465632561, 0.019, 0.401, 0.404
2053-044,   6,  6.0, 2014.49, 2012.30, 2018.33, 313.9594082718, 0.079,  -4.2797447051, 0.266, 0.183, 0.359
2053-127,   7, 15.7, 2016.42, 2004.40, 2020.06, 313.9633305965, 0.066, -12.5789552558, 0.129, 0.131, 0.332
2053-323,   5, 14.9, 2014.91, 2004.33, 2019.19, 314.1044593377, 0.071, -32.1466112629, 0.104, 0.102, 0.298
2053-391,   2,  0.3, 2020.19, 2020.02, 2020.36, 314.2287608254, 0.213, -38.9545559547, 0.080, 0.216, 0.736
2054+611,   4, 23.8, 2005.83, 1994.61, 2018.44, 313.9118263666, 0.155, +61.3668440027, 0.053, 0.327, 0.482
2054-075,   4,  8.5, 2016.45, 2010.88, 2019.38, 314.3376913065, 0.122,  -7.3276762316, 0.102, 0.135, 0.289
2054-377,  18, 29.0, 2006.67, 1990.74, 2019.75, 314.4233478367, 0.125, -37.5674973093, 0.169, 0.384, 0.616
2056-149,   4,  0.7, 2019.84, 2019.32, 2020.06, 314.6947800295, 0.186, -14.7180522423, 0.576, 0.344, 0.897
2056-369,   7, 10.9, 2017.13, 2008.37, 2019.25, 314.9233205182, 0.181, -36.7651702555, 0.406, 0.230, 0.779
2057+235,   5,  3.5, 2017.70, 2015.69, 2019.20, 315.0201447492, 0.083, +23.7842793364, 0.074, 0.162, 0.279
2058+260,   5, 14.8, 2014.87, 2004.35, 2019.20, 315.1629170955, 0.113, +26.2602846428, 0.395, 0.457, 0.439
2058-297,  22, 20.7, 2008.19, 1997.66, 2018.38, 315.2569165882, 0.071, -29.5577323203, 0.100, 0.519, 0.656
2058-425,  11, 28.8, 2008.50, 1990.74, 2019.51, 315.4963079106, 0.442, -42.3211574624, 0.780, 1.551, 3.183
2059+034, 946, 30.0, 2014.73, 1991.49, 2021.47, 315.4118089665, 0.006,  +3.6920335665, 0.008, 0.237, 0.268
2059+560,   4,  8.0, 2016.51, 2011.49, 2019.44, 315.2290596393, 0.104, +56.2101824590, 0.114, 0.235, 0.214
2059-334,   5, 14.8, 2014.79, 2004.35, 2019.20, 315.6911916593, 0.413, -33.2211672089, 0.898, 0.300, 0.760
2059-786,  20, 30.0, 2003.97, 1988.04, 2018.07, 316.4373391033, 0.304, -78.4262630259, 0.084, 0.262, 0.319
2100+468,   5, 24.4, 2010.90, 1994.92, 2019.30, 315.5710666290, 0.202, +47.0378480881, 0.033, 0.245, 0.239
2101+600,   5, 23.8, 2011.14, 1994.61, 2018.44, 315.6675793167, 0.214, +60.2527323709, 0.031, 0.242, 0.170
2101-097,   5,  4.3, 2017.55, 2015.06, 2019.38, 315.9718415697, 0.145,  -9.5615702955, 0.334, 0.350, 0.856
2101-150,   3,  0.7, 2019.81, 2019.32, 2020.06, 315.9616868494, 0.110, -14.8856847365, 0.141, 0.147, 0.358
2101-490,  10,  3.1, 2018.54, 2016.57, 2019.72, 316.2548253775, 0.114, -48.8129230746, 0.096, 0.303, 0.580
2102+003,   5, 14.0, 2015.01, 2005.52, 2019.51, 316.2821474538, 0.091,  +0.5569470052, 0.164, 0.206, 0.431
2102+677,   4,  3.9, 2017.53, 2015.21, 2019.16, 315.6825310683, 0.239, +67.9721764091, 0.072, 0.117, 0.133
2102-203,   2,  1.1, 2019.79, 2019.22, 2020.36, 316.2377897042, 0.053, -20.1839117205, 0.368, 0.296, 0.455
2102-659,  11, 16.0, 2010.72, 2003.60, 2019.60, 316.7488417687, 0.482, -65.7954406949, 0.380, 0.449, 0.825
2103+023,   5, 14.0, 2015.01, 2005.52, 2019.51, 316.6172865563, 0.100,  +2.5271671171, 0.101, 0.173, 0.334
2103+124,   1,  0.0, 2020.64, 2020.64, 2020.64, 316.5465813580, 0.000, +12.6655696097, 0.000, 0.187, 0.349
2103+213,   6, 23.2, 2008.32, 1996.01, 2019.20, 316.5450757672, 0.049, +21.5933323409, 0.111, 0.199, 0.350
2104+248,   3,  0.9, 2020.03, 2019.48, 2020.36, 316.6656572205, 0.260, +25.0159692078, 0.247, 0.158, 0.213
2104-173,   7, 14.6, 2016.57, 2005.42, 2020.06, 316.8625906856, 0.042, -17.1362107384, 0.100, 0.123, 0.322
2105+135,   2,  1.1, 2019.41, 2018.87, 2019.95, 316.8782350350, 0.256, +13.7940926254, 0.238, 0.445, 0.378
2105+551,   4,  1.4, 2018.62, 2018.01, 2019.44, 316.6564120190, 0.127, +55.3449210461, 0.181, 0.272, 0.263
2105+598,   3,  0.7, 2018.88, 2018.44, 2019.16, 316.7003567113, 0.587, +60.0703033911, 0.293, 0.363, 0.410
2105-212,   5,  4.2, 2017.53, 2014.97, 2019.20, 317.1222590512,15.136, -21.0272745229, 6.273, 1.308, 2.885
2105-250,   5, 14.8, 2014.85, 2004.40, 2019.19, 317.0513324287, 0.113, -24.8759230567, 0.199, 0.110, 0.298
2105-293,   5, 13.6, 2014.23, 2005.55, 2019.19, 317.0308360891, 0.056, -29.1881018934, 0.211, 0.167, 0.406
2105-489,   6,  2.2, 2019.09, 2017.70, 2019.91, 317.2116543423, 0.194, -48.7726726785, 0.302, 0.647, 1.433
2106+143,  58, 25.5, 2014.16, 1996.01, 2021.48, 317.1709672752, 0.027, +14.5075035098, 0.030, 0.184, 0.327
2106-413, 106, 30.6, 2009.65, 1989.44, 2020.04, 317.3882858127, 0.069, -41.1723903829, 0.062, 0.435, 0.681
2107+160,   2,  0.7, 2020.87, 2020.52, 2021.23, 317.3707965924, 0.008, +16.2387476504, 0.205, 0.207, 0.292
2107+220,   3,  1.6, 2020.31, 2019.48, 2021.07, 317.4810601002, 0.042, +22.2043475594, 0.058, 0.121, 0.213
2107+353,   5, 22.7, 2013.32, 1996.44, 2019.16, 317.3828279529, 0.158, +35.5493326331, 0.148, 0.072, 0.126
2107-016,   5, 15.0, 2014.88, 2004.40, 2019.38, 317.5942460809, 0.146,  -1.4495116131, 0.242, 0.218, 0.479
2107-105,   4,  7.8, 2016.80, 2011.61, 2019.44, 317.5040790275, 0.053, -10.3492553365, 0.084, 0.125, 0.277
2107-367,   2,  0.3, 2020.19, 2020.02, 2020.36, 317.5577869795, 0.159, -36.5906492305, 0.238, 0.206, 0.651
2108-119,   2,  0.8, 2019.76, 2019.38, 2020.14, 317.9001389152, 0.024, -11.7797629654, 0.081, 0.108, 0.275
2109-811,  28, 29.7, 2003.05, 1990.42, 2020.10, 319.1285226815, 1.072, -80.8986730409, 0.069, 0.503, 0.353
2111+111,   5,  5.7, 2017.81, 2014.48, 2020.14, 318.4779772071, 0.107, +11.3570546061, 0.235, 0.251, 0.549
2111+400,  15, 16.9, 2018.43, 2004.40, 2021.32, 318.3728593344, 0.105, +40.2142743236, 0.112, 0.540, 0.505
2111+801,   4,  7.1, 2017.34, 2013.03, 2020.14, 317.3298527108, 1.075, +80.3531186363, 0.134, 0.352, 0.350
2112+170,   2,  0.7, 2020.87, 2020.52, 2021.23, 318.6693359915, 0.043, +17.2395410552, 0.135, 0.163, 0.258
2112+202,   3,  1.6, 2020.31, 2019.48, 2021.07, 318.7203518842, 0.087, +20.4408239285, 0.149, 0.152, 0.261
2112+283,   8, 21.9, 2012.68, 1996.37, 2018.23, 318.7430567350, 0.072, +28.5492212913, 0.069, 0.109, 0.193
2112+374,   2,  0.3, 2019.03, 2018.88, 2019.19, 318.6838496096, 0.077, +37.7071441060, 0.001, 0.224, 0.269
2112+463,   5,  4.4, 2017.61, 2014.97, 2019.32, 318.6369819370, 0.197, +46.5775837711, 0.091, 0.284, 0.309
2112-144,   8, 14.6, 2016.14, 2005.50, 2020.14, 318.8268147864, 0.070, -14.2787144590, 0.068, 0.129, 0.262
2112-556,   4,  1.9, 2018.98, 2017.70, 2019.64, 319.1242341362, 0.057, -55.4556790505, 0.175, 0.270, 0.502
2113+293,1490, 37.9, 2011.48, 1983.57, 2021.47, 318.8725560403, 0.005, +29.5606574906, 0.006, 0.160, 0.241
2114+022,   6,  4.9, 2017.82, 2014.61, 2019.51, 319.2114374903, 4.571,  +2.4295157077, 5.619, 2.026, 4.878
2114+048,   5, 24.0, 2013.02, 1995.54, 2019.53, 319.3364878644, 0.050,  +5.0511424777, 0.100, 0.126, 0.289
2114+053,   5, 12.5, 2015.32, 2007.03, 2019.51, 319.1526452792, 0.073,  +5.6047349438, 0.133, 0.140, 0.341
2115-155,   2,  0.8, 2019.76, 2019.38, 2020.14, 319.4647651566, 0.121, -15.3782566146, 0.104, 0.304, 0.703
2115-305,   4, 25.1, 2009.28, 1994.12, 2019.20, 319.5441584487, 0.425, -30.3198912412, 0.815, 1.279, 1.484
2116+203,   4,  2.1, 2018.07, 2017.09, 2019.20, 319.6447059960, 0.179, +20.5672441076, 0.231, 0.167, 0.239
2116+543,   4, 13.9, 2014.16, 2005.55, 2019.44, 319.4853521909, 0.142, +54.5256950052, 0.074, 0.156, 0.153
2116+818,   6, 14.0, 2016.55, 2006.15, 2020.14, 318.5048794778, 0.340, +82.0800945948, 0.098, 0.138, 0.191
2116-068,   5, 13.0, 2013.93, 2005.36, 2018.35, 319.6801757271, 0.107,  -6.6049997434, 0.325, 0.157, 0.367
2116-113,   2,  0.8, 2019.76, 2019.38, 2020.14, 319.9161702655, 0.013, -11.1040822813, 0.255, 0.099, 0.247
2116-238,   5,  4.2, 2017.55, 2014.97, 2019.20, 319.8703773097, 0.233, -23.6749236188, 0.560, 0.485, 1.122
2117+025,   5,  4.9, 2017.60, 2014.61, 2019.53, 320.1188749308, 0.241,  +2.7761968439, 0.181, 0.445, 1.195
2117-250,   5,  4.2, 2017.55, 2014.97, 2019.20, 320.0641568376, 0.191, -24.8475314498, 0.215, 0.814, 1.815
2117-614,  18, 16.3, 2011.35, 2003.60, 2019.91, 320.2669756515, 0.390, -61.1901735080, 0.191, 0.732, 0.806
2117-642,   2,  3.6, 2006.17, 2004.36, 2007.97, 320.4792557024, 5.428, -64.0750118874, 2.570, 5.735, 8.805
2118+053,   5, 15.2, 2014.79, 2004.35, 2019.53, 320.1715928773, 0.066,  +5.5625024695, 0.133, 0.137, 0.308
2118+188,   5, 24.1, 2009.30, 1996.01, 2020.14, 320.2525276623, 0.052, +19.0245219661, 0.158, 0.131, 0.214
2118+443,   7, 22.7, 2014.08, 1996.61, 2019.32, 320.1323926126, 1.374, +44.5761846744, 2.017, 1.558, 0.825
2118-037,   5, 13.9, 2015.12, 2005.52, 2019.41, 320.2019730221, 0.120,  -3.5080360412, 0.206, 0.172, 0.356
2118-266,   5,  4.0, 2017.59, 2015.21, 2019.20, 320.3270846685, 0.202, -26.4816463372, 0.684, 0.425, 1.321
2118-372,   4, 14.9, 2014.20, 2004.33, 2019.20, 320.3049740638, 0.150, -37.0524727702, 0.325, 0.180, 0.466
2119+664,   5, 23.2, 2010.67, 1995.30, 2018.50, 320.1925076983, 0.656, +66.7056203700, 0.184, 0.182, 0.198
2119+709,   5, 24.0, 2013.01, 1995.30, 2019.32, 319.9756859847, 0.474, +71.1766950455, 0.090, 0.280, 0.151
2120+099,   8, 24.6, 2013.12, 1995.54, 2020.14, 320.8056602803, 0.160, +10.1319292569, 0.144, 0.482, 0.392
2120-055,   5,  4.3, 2017.57, 2015.06, 2019.41, 320.8971007222, 0.099,  -5.3292331184, 0.333, 0.339, 0.879
2120-309,   3,  9.9, 2015.57, 2009.37, 2019.30, 320.9524980452, 0.222, -30.7681773370, 0.673, 0.164, 0.452
2121+053,1524, 39.5, 1999.06, 1981.46, 2020.98, 320.9354891583, 0.010,  +5.5894703010, 0.019, 0.317, 0.490
2121+460,   8, 22.7, 2013.28, 1996.61, 2019.32, 320.8826184508, 0.077, +46.2397112738, 0.124, 0.214, 0.260
2121+547,  16, 26.8, 2016.22, 1994.61, 2021.40, 320.7721393186, 0.118, +55.0075903415, 0.049, 0.261, 0.326
2121-199,   6,  7.2, 2017.54, 2012.30, 2019.51, 321.1860008019, 0.049, -19.6953817278, 0.060, 0.212, 0.281
2122+044,   5, 24.0, 2013.15, 1995.54, 2019.53, 321.3718976760, 0.066,  +4.6932004742, 0.123, 0.088, 0.167
2122-148,   6, 14.7, 2016.05, 2005.52, 2020.20, 321.2306238620, 0.077, -14.6370333078, 0.138, 0.280, 0.552
2122-238,   4,  9.9, 2016.12, 2009.37, 2019.30, 321.4671759943, 0.201, -23.6365943325, 0.301, 0.374, 1.155
2123+244,   6, 15.0, 2013.15, 2004.33, 2019.30, 321.3590445420, 0.121, +24.7009958335, 0.139, 0.211, 0.429
2123-015,   4,  4.3, 2017.52, 2015.06, 2019.41, 321.6364893788, 0.060,  -1.3256680832, 0.146, 0.097, 0.216
2123-071,   4,  4.3, 2017.51, 2015.06, 2019.41, 321.5819175703, 0.291,  -6.9024821960, 0.650, 2.094, 3.531
2123-172,   4,  1.4, 2019.89, 2019.26, 2020.69, 321.6272411084, 0.091, -16.9882272920, 0.098, 0.163, 0.283
2123-463,  41, 16.6, 2014.11, 2004.60, 2021.23, 321.6279344394, 0.072, -46.0966366838, 0.074, 0.364, 0.646
2124+641,   5, 23.9, 2013.11, 1995.30, 2019.19, 321.3643625473, 0.099, +64.3942657352, 0.362, 0.115, 0.207
2125-152,   2,  0.8, 2019.80, 2019.41, 2020.20, 322.0912093088, 0.974, -15.0813113462, 0.388, 1.184, 2.087
2126-158,1027, 33.4, 2010.67, 1988.04, 2021.44, 322.3007328845, 0.009, -15.6447338709, 0.020, 0.396, 0.702
2126-185,   8, 22.7, 2013.05, 1997.50, 2020.20, 322.3392462615, 0.059, -18.3563306733, 0.106, 0.118, 0.298
2127+085,   5, 17.3, 2014.62, 2002.37, 2019.63, 322.5677072859, 0.076,  +8.7322020898, 0.127, 0.145, 0.331
2127-096, 105, 13.8, 2013.44, 2007.52, 2021.29, 322.5795344200, 0.026,  -9.4603986555, 0.041, 0.353, 0.437
2128+048,  21, 31.3, 2001.16, 1988.35, 2019.63, 322.6369891772, 0.163,  +5.0381874782, 0.225, 1.624, 1.293
2128+165,   2,  2.4, 2020.05, 2018.87, 2021.23, 322.5931959291, 0.039, +16.7237840163, 0.301, 0.113, 0.185
2128+333,   5,  2.1, 2018.39, 2017.09, 2019.19, 322.6237482951, 0.139, +33.5469601279, 0.295, 0.241, 0.315
2128+681,   3,  0.7, 2018.92, 2018.50, 2019.19, 322.4074135799, 0.273, +68.3303189794, 0.052, 0.193, 0.241
2128-123,1075, 37.9, 2000.32, 1983.36, 2021.21, 322.8969239398, 0.016, -12.1179989399, 0.027, 0.469, 1.104
2128-208,   9,  2.7, 2018.09, 2016.57, 2019.30, 322.7561502343, 1.094, -20.6155990324, 2.130, 0.955, 1.083
2130-184,   2,  0.8, 2019.84, 2019.41, 2020.26, 323.3345951474, 0.330, -18.1809748660, 1.018, 0.244, 0.656
2130-425,   5, 15.2, 2015.08, 2004.35, 2019.51, 323.5048845194, 0.124, -42.3120136654, 0.164, 0.432, 1.285
2131+145,   5,  8.6, 2017.25, 2011.59, 2020.20, 323.4057886276, 0.064, +14.7295733207, 0.148, 0.144, 0.306
2131-021, 239, 33.2, 2011.48, 1988.04, 2021.29, 323.5429566186, 0.017,  -1.8881218955, 0.035, 0.208, 0.312
2131-217,   1,  0.0, 2020.36, 2020.36, 2020.36, 323.6257489932, 0.000, -21.5091112825, 0.000, 0.371, 0.928
2131-340,   3,  8.7, 2015.90, 2010.59, 2019.30, 323.7117687863, 0.078, -33.8540974861, 0.140, 0.196, 0.540
2132+406,   4,  4.4, 2017.35, 2014.97, 2019.32, 323.6004448447, 0.095, +40.8364812866, 0.060, 0.142, 0.179
2132-028,   3,  1.2, 2020.10, 2019.52, 2020.73, 323.8516082980, 0.103,  -2.5976206093, 0.353, 0.250, 0.638
2133+469,   5,  4.4, 2017.44, 2014.97, 2019.38, 323.9627404025, 0.211, +47.1728258622, 0.224, 0.305, 0.439
2133-069,   8,  2.6, 2019.79, 2018.22, 2020.77, 324.0929518248, 0.089,  -6.7311383446, 0.049, 0.344, 0.244
2133-109,   2,  0.8, 2019.84, 2019.41, 2020.26, 324.1020050521, 0.107, -10.7125810679, 0.253, 0.315, 0.875
2134+237,   3,  1.1, 2018.86, 2018.23, 2019.30, 324.2748592726, 0.054, +23.9505360547, 1.082, 0.761, 2.067
2134+428,   5, 13.8, 2015.00, 2005.55, 2019.38, 324.1000265048, 0.046, +43.0284648875, 0.083, 0.135, 0.167
2135+347,   5, 14.8, 2014.92, 2004.35, 2019.19, 324.4337616939, 0.173, +34.9283588268, 0.065, 0.133, 0.165
2135+508,   5, 17.4, 2014.26, 2002.09, 2019.44, 324.2541090015, 0.090, +51.0267025441, 0.123, 0.209, 0.166
2135+842,   6, 14.0, 2016.55, 2006.15, 2020.14, 322.9138405790, 1.080, +84.5032826680, 0.187, 0.172, 0.257
2135-147,   6,  3.1, 2019.37, 2017.61, 2020.69, 324.4383164810, 0.050, -14.5488044322, 0.062, 0.265, 0.303
2135-184,  19, 22.8, 2014.82, 1997.50, 2020.26, 324.6746939725, 1.586, -18.1789926909, 2.525, 2.886, 3.812
2135-209,   6, 18.0, 2015.42, 2002.09, 2020.05, 324.4583661315, 0.384, -20.7087980008, 0.563, 0.459, 0.991
2135-248,   5, 20.9, 2009.24, 1997.50, 2018.44, 324.6549212187, 0.073, -24.6651294885, 0.218, 0.095, 0.239
2136+141,1266, 38.0, 2005.82, 1983.36, 2021.37, 324.7554552786, 0.005, +14.3933311821, 0.005, 0.181, 0.226
2136+824,   8, 22.0, 2012.98, 1997.66, 2019.62, 323.3919975359, 0.454, +82.6516816353, 0.087, 0.464, 0.547
2136-112,   1,  0.0, 2019.44, 2019.44, 2019.44, 324.7836338087, 0.000, -11.0717837404, 0.000, 0.424, 0.840
2136-190,   8, 14.0, 2016.63, 2005.52, 2019.51, 324.6977044095, 0.071, -18.8251870627, 0.111, 0.222, 0.413
2136-251,   4,  8.8, 2016.42, 2010.48, 2019.30, 324.8051205842, 0.096, -24.9041853942, 0.365, 0.200, 0.486
2137+011,   5, 24.1, 2013.25, 1995.54, 2019.63, 324.9271203110, 0.141,  +1.3742132558, 0.182, 0.158, 0.334
2137+130,   5, 14.7, 2015.28, 2005.52, 2020.20, 324.9089188875, 0.106, +13.2702914057, 0.191, 0.172, 0.412
2137-196,   8, 14.0, 2016.56, 2005.55, 2019.51, 325.1952506942, 0.101, -19.3989018724, 0.131, 0.307, 0.395
2138+389,   5, 22.7, 2013.41, 1996.44, 2019.19, 325.0706128631, 0.088, +39.1957929600, 0.069, 0.132, 0.196
2138-283,   5, 14.0, 2015.16, 2005.36, 2019.32, 325.2355219072, 0.265, -28.0833180561, 0.645, 0.497, 1.015
2138-377,  14, 15.0, 2008.21, 2004.33, 2019.30, 325.4685374589, 0.232, -37.4869418802, 0.223, 1.301, 1.017
2139-232,   5, 13.8, 2015.17, 2005.52, 2019.32, 325.6747747905, 0.104, -23.0606881189, 0.209, 0.127, 0.323
2139-249,   5, 11.5, 2014.48, 2007.03, 2018.50, 325.6289960069, 0.087, -24.7441200848, 0.231, 0.122, 0.301
2139-260,   5, 13.9, 2015.17, 2005.42, 2019.32, 325.5663600981, 0.175, -25.8573879549, 0.264, 0.233, 0.558
2140-048,   7,  5.9, 2014.64, 2012.49, 2018.38, 325.6537570693, 0.034,  -4.6287534670, 0.134, 0.126, 0.293
2140-181,   1,  0.0, 2019.44, 2019.44, 2019.44, 325.8376336977, 0.000, -17.8939970672, 0.000, 0.324, 0.812
2140-260,   4,  4.3, 2017.58, 2015.06, 2019.32, 325.7710813673, 0.131, -25.8286195390, 0.184, 0.177, 0.446
2140-781,   3,  1.9, 2018.49, 2017.70, 2019.60, 326.6252894818, 1.231, -77.9318707424, 0.338, 0.208, 0.223
2141+175, 338, 16.8, 2015.00, 2004.33, 2021.11, 325.8981023435, 0.008, +17.7302187917, 0.007, 0.149, 0.141
2141+333,   5, 13.7, 2015.24, 2005.52, 2019.20, 325.9588992810, 0.065, +33.6196717097, 0.084, 0.121, 0.188
2141-334,   5, 14.9, 2014.29, 2004.35, 2019.30, 326.2132734720, 0.232, -33.2153052892, 0.166, 0.154, 0.385
2142+110,  47, 25.5, 2013.88, 1995.54, 2021.07, 326.3282294386, 0.023, +11.2575867879, 0.034, 0.225, 0.362
2142-048,   5,  2.5, 2018.05, 2016.92, 2019.41, 326.3891121985, 0.312,  -4.5775526461, 0.890, 0.769, 2.020
2142-319,   1,  0.0, 2020.38, 2020.38, 2020.38, 326.4455922181, 0.000, -31.7095503568, 0.000, 0.150, 0.391
2142-758, 145, 32.2, 2013.87, 1988.01, 2020.25, 326.8030443407, 0.089, -75.6036735706, 0.020, 0.171, 0.172
2142-765,   2,  1.8, 2018.68, 2017.76, 2019.60, 326.9714630820, 0.204, -76.3581165357, 0.019, 0.671, 0.281
2143-156, 191, 30.4, 2012.12, 1990.83, 2021.23, 326.5957471977, 0.017, -15.4288571161, 0.024, 0.471, 0.655
2143-236,   5,  4.3, 2017.63, 2015.06, 2019.38, 326.6349758685, 0.118, -23.4427795785, 0.073, 0.233, 0.529
2143-298,   4,  1.9, 2019.33, 2018.51, 2020.38, 326.5239674065, 0.098, -29.5865032413, 0.310, 0.137, 0.389
2144+042,   5, 14.1, 2015.26, 2005.52, 2019.63, 326.7299665204, 0.065,  +4.4570771630, 0.093, 0.080, 0.167
2144+092, 211, 36.6, 2013.71, 1984.81, 2021.42, 326.7923457066, 0.015,  +9.4962978514, 0.016, 0.199, 0.299
2144+568,   8,  6.4, 2017.54, 2013.95, 2020.36, 326.6080689457, 1.819, +57.0568575749, 4.203, 4.738, 7.231
2144-065,   5,  4.0, 2016.50, 2014.42, 2018.38, 326.8412071107, 0.042,  -6.3403726527, 0.227, 0.389, 0.298
2144-292,   1,  0.0, 2020.38, 2020.38, 2020.38, 326.7495903404, 0.000, -29.0365296540, 0.000, 0.114, 0.329
2144-362,   4, 15.0, 2013.48, 2004.33, 2019.32, 326.8796913313, 0.386, -36.0309091313, 0.429, 0.447, 1.123
2145+067,2417, 39.8, 1998.54, 1981.46, 2021.29, 327.0227444425, 0.006,  +6.9607234000, 0.006, 0.205, 0.276
2145+082,  53, 24.8, 2016.25, 1995.54, 2020.35, 326.9800807501, 0.043,  +8.5033045761, 0.049, 0.331, 0.432
2145+262,   5,  4.3, 2017.47, 2014.97, 2019.30, 326.8253830614, 0.127, +26.4972987110, 0.315, 0.666, 0.827
2145-176,   6, 21.9, 2014.52, 1997.50, 2019.44, 327.1533368203, 0.078, -17.3955596067, 0.196, 0.117, 0.306
2146+019,   4,  9.0, 2016.65, 2010.71, 2019.72, 327.1661541632, 0.075,  +2.1907919634, 0.290, 0.182, 0.392
2146+608,   5, 16.8, 2014.53, 2002.37, 2019.19, 327.0668429237, 0.063, +61.1182761187, 0.062, 0.128, 0.143
2146-783,  21, 31.4, 2006.29, 1988.04, 2019.48, 328.0131440878, 0.450, -78.1185108797, 0.067, 0.396, 0.361
2147+077,   7, 24.2, 2012.17, 1995.54, 2019.72, 327.3969324408, 0.129,  +7.9403741695, 0.187, 0.270, 0.325
2147+145,   5, 17.8, 2014.34, 2002.37, 2020.20, 327.5983646038, 0.499, +14.8299708407, 0.781, 0.999, 1.491
